consultation_id,consultant_id,customer_id,start_time,end_time,consultation_date,resolution_type,satisfaction_score
1167,5,2426,2025-03-28 12:53:33,2025-03-28 13:02:33,2025-03-28,반려,5
1168,15,500,2025-05-21 15:42:55,2025-05-21 16:17:55,2025-05-21,완료,4
1169,17,4009,2025-07-31 15:48:11,2025-07-31 16:32:11,2025-07-31,보류,5
1170,19,4727,2025-02-13 14:40:09,2025-02-13 15:20:09,2025-02-13,반려,5
1171,12,3246,2025-05-19 13:45:10,2025-05-19 14:21:10,2025-05-19,이관,4
1172,11,52,2025-02-13 15:30:30,2025-02-13 16:09:30,2025-02-13,반려,4
1173,13,517,2025-04-16 13:11:08,2025-04-16 13:41:08,2025-04-16,보류,3
1174,18,951,2025-01-02 15:27:23,2025-01-02 16:02:23,2025-01-02,반려,3
1175,14,2317,2025-02-25 13:11:10,2025-02-25 13:38:10,2025-02-25,반려,3
1176,16,647,2025-03-18 11:44:12,2025-03-18 12:03:12,2025-03-18,반려,3
1177,12,303,2025-04-30 13:46:57,2025-04-30 13:57:57,2025-04-30,완료,5
1178,6,3763,2025-01-22 10:18:39,2025-01-22 10:44:39,2025-01-22,보류,5
1179,13,4471,2025-06-20 17:11:38,2025-06-20 17:47:38,2025-06-20,이관,5
1180,16,2154,2025-08-20 14:46:34,2025-08-20 15:21:34,2025-08-20,반려,4
1181,1,2968,2025-01-07 14:52:44,2025-01-07 15:27:44,2025-01-07,보류,4
1182,12,1219,2025-01-14 17:12:10,2025-01-14 17:36:10,2025-01-14,반려,3
1183,15,817,2025-02-17 14:34:26,2025-02-17 15:08:26,2025-02-17,이관,4
1184,5,2887,2025-02-28 11:00:50,2025-02-28 11:26:50,2025-02-28,완료,3
1185,7,4520,2025-01-28 15:50:22,2025-01-28 16:10:22,2025-01-28,완료,3
1186,12,648,2025-08-15 10:16:53,2025-08-15 10:38:53,2025-08-15,이관,5
1187,13,1917,2025-01-21 16:07:49,2025-01-21 16:37:49,2025-01-21,완료,5
1188,3,1267,2025-02-20 15:28:24,2025-02-20 16:10:24,2025-02-20,완료,5
1189,13,1718,2025-01-10 14:11:30,2025-01-10 14:36:30,2025-01-10,이관,3
1190,1,3201,2025-08-19 09:53:31,2025-08-19 10:29:31,2025-08-19,보류,5
1191,17,80,2025-04-02 14:49:46,2025-04-02 14:59:46,2025-04-02,반려,4
1192,1,3317,2025-04-29 09:41:42,2025-04-29 10:04:42,2025-04-29,완료,3
1193,9,168,2025-02-06 13:28:45,2025-02-06 14:07:45,2025-02-06,완료,4
1194,16,2424,2025-03-24 15:21:54,2025-03-24 16:04:54,2025-03-24,이관,4
1195,6,3389,2025-05-20 09:09:30,2025-05-20 09:20:30,2025-05-20,보류,3
1196,17,3803,2025-03-20 12:22:14,2025-03-20 13:03:14,2025-03-20,이관,4
1197,15,3427,2025-02-05 14:58:30,2025-02-05 15:26:30,2025-02-05,보류,3
1198,20,2366,2025-01-07 15:44:11,2025-01-07 16:22:11,2025-01-07,보류,4
1199,10,3087,2025-02-03 15:42:00,2025-02-03 15:59:00,2025-02-03,반려,5
1200,5,2286,2025-05-15 15:03:12,2025-05-15 15:35:12,2025-05-15,이관,3
1201,3,1505,2025-01-21 13:47:18,2025-01-21 14:05:18,2025-01-21,보류,5
1202,20,4722,2025-04-22 14:29:28,2025-04-22 15:07:28,2025-04-22,완료,5
1203,4,470,2025-02-19 10:05:51,2025-02-19 10:16:51,2025-02-19,보류,4
1204,3,4079,2025-05-15 13:20:40,2025-05-15 13:42:40,2025-05-15,이관,4
1205,17,485,2025-08-22 16:04:45,2025-08-22 16:16:45,2025-08-22,반려,5
1206,4,4394,2025-05-23 14:45:07,2025-05-23 15:22:07,2025-05-23,완료,3
1207,3,768,2025-03-18 15:41:40,2025-03-18 15:53:40,2025-03-18,이관,3
1208,9,6,2025-02-25 09:02:29,2025-02-25 09:41:29,2025-02-25,이관,4
1209,1,875,2025-01-07 17:44:21,2025-01-07 18:05:21,2025-01-07,반려,4
1210,18,500,2025-03-11 16:17:16,2025-03-11 16:54:16,2025-03-11,완료,5
1211,9,2539,2025-01-30 14:35:00,2025-01-30 14:54:00,2025-01-30,이관,4
1212,14,4724,2025-06-12 13:40:58,2025-06-12 14:05:58,2025-06-12,보류,4
1213,18,3455,2025-06-17 15:16:58,2025-06-17 15:48:58,2025-06-17,이관,5
1214,1,444,2025-07-04 14:58:15,2025-07-04 15:40:15,2025-07-04,이관,3
1215,6,2027,2025-01-02 14:24:06,2025-01-02 14:34:06,2025-01-02,보류,4
1216,2,2062,2025-01-02 11:20:49,2025-01-02 12:01:49,2025-01-02,반려,3
1217,10,2508,2025-07-04 16:35:23,2025-07-04 16:47:23,2025-07-04,보류,3
1218,12,4807,2025-05-12 15:39:28,2025-05-12 15:59:28,2025-05-12,보류,3
1219,4,183,2025-04-17 11:31:31,2025-04-17 11:41:31,2025-04-17,완료,3
1220,10,724,2025-01-28 15:58:40,2025-01-28 16:15:40,2025-01-28,보류,3
1221,11,2860,2025-08-07 17:29:05,2025-08-07 17:46:05,2025-08-07,반려,4
1222,13,2011,2025-04-03 13:05:23,2025-04-03 13:49:23,2025-04-03,보류,3
1223,11,514,2025-08-01 15:47:47,2025-08-01 16:23:47,2025-08-01,보류,5
1224,16,1791,2025-05-13 15:41:03,2025-05-13 16:00:03,2025-05-13,완료,3
1225,13,2982,2025-02-19 10:38:50,2025-02-19 10:44:50,2025-02-19,이관,4
1226,20,1932,2025-06-12 09:46:17,2025-06-12 10:22:17,2025-06-12,보류,5
1227,3,2060,2025-06-11 13:46:26,2025-06-11 14:20:26,2025-06-11,보류,3
1228,3,2214,2025-06-25 09:27:36,2025-06-25 09:45:36,2025-06-25,보류,4
1229,8,4067,2025-02-10 15:44:32,2025-02-10 16:28:32,2025-02-10,반려,3
1230,5,618,2025-06-03 14:53:32,2025-06-03 15:06:32,2025-06-03,반려,5
1231,5,737,2025-04-22 13:34:08,2025-04-22 14:04:08,2025-04-22,완료,3
1232,3,3530,2025-04-10 09:32:55,2025-04-10 10:06:55,2025-04-10,반려,4
1233,3,3776,2025-07-29 14:14:01,2025-07-29 14:38:01,2025-07-29,완료,4
1234,11,2300,2025-06-04 15:20:41,2025-06-04 15:50:41,2025-06-04,반려,5
1235,11,3744,2025-06-25 17:24:18,2025-06-25 18:04:18,2025-06-25,반려,3
1236,4,3465,2025-02-25 14:26:36,2025-02-25 14:31:36,2025-02-25,반려,5
1237,3,252,2025-04-08 09:10:44,2025-04-08 09:31:44,2025-04-08,완료,5
1238,17,3392,2025-02-03 15:04:45,2025-02-03 15:16:45,2025-02-03,보류,4
1239,1,2724,2025-02-05 16:35:02,2025-02-05 17:15:02,2025-02-05,반려,3
1240,8,4559,2025-04-08 15:50:10,2025-04-08 16:02:10,2025-04-08,이관,3
1241,17,244,2025-07-31 10:17:11,2025-07-31 10:25:11,2025-07-31,보류,5
1242,18,2059,2025-01-31 15:27:09,2025-01-31 15:48:09,2025-01-31,보류,5
1243,3,2015,2025-03-26 15:59:57,2025-03-26 16:06:57,2025-03-26,반려,3
1244,20,993,2025-03-19 14:08:32,2025-03-19 14:43:32,2025-03-19,완료,4
1245,10,3672,2025-04-15 13:52:40,2025-04-15 14:10:40,2025-04-15,보류,5
1246,5,1994,2025-01-07 13:49:28,2025-01-07 14:10:28,2025-01-07,이관,3
1247,15,2887,2025-02-26 11:47:59,2025-02-26 12:14:59,2025-02-26,완료,5
1248,14,1402,2025-03-18 09:23:34,2025-03-18 09:49:34,2025-03-18,반려,5
1249,4,166,2025-07-18 14:30:11,2025-07-18 14:58:11,2025-07-18,이관,4
1250,20,4149,2025-01-03 13:22:09,2025-01-03 13:59:09,2025-01-03,이관,3
1251,2,1042,2025-02-20 17:36:26,2025-02-20 17:57:26,2025-02-20,반려,3
1252,17,861,2025-02-18 13:30:42,2025-02-18 13:58:42,2025-02-18,완료,3
1253,9,665,2025-07-14 14:48:54,2025-07-14 15:04:54,2025-07-14,반려,4
1254,10,593,2025-06-30 13:35:11,2025-06-30 13:53:11,2025-06-30,보류,4
1255,13,2053,2025-06-17 15:13:14,2025-06-17 15:34:14,2025-06-17,완료,4
1256,20,1879,2025-07-10 16:15:02,2025-07-10 16:54:02,2025-07-10,이관,5
1257,16,2631,2025-01-29 14:52:27,2025-01-29 15:23:27,2025-01-29,반려,5
1258,2,2762,2025-02-12 15:07:03,2025-02-12 15:32:03,2025-02-12,이관,5
1259,13,589,2025-01-10 15:51:46,2025-01-10 16:12:46,2025-01-10,보류,3
1260,7,1363,2025-04-01 16:52:56,2025-04-01 17:11:56,2025-04-01,반려,4
1261,16,3213,2025-01-03 14:26:25,2025-01-03 15:05:25,2025-01-03,보류,5
1262,6,4481,2025-02-24 10:46:37,2025-02-24 11:29:37,2025-02-24,완료,3
1263,18,1931,2025-07-24 12:33:44,2025-07-24 13:17:44,2025-07-24,보류,4
1264,15,4009,2025-06-03 15:09:00,2025-06-03 15:51:00,2025-06-03,반려,5
1265,5,3170,2025-01-31 11:32:33,2025-01-31 12:11:33,2025-01-31,반려,3
1266,10,4969,2025-02-27 13:43:31,2025-02-27 14:11:31,2025-02-27,반려,5
1267,18,3359,2025-05-27 13:38:51,2025-05-27 14:06:51,2025-05-27,보류,5
1268,19,877,2025-06-19 12:26:03,2025-06-19 12:56:03,2025-06-19,반려,5
1269,20,1332,2025-03-12 15:38:47,2025-03-12 16:06:47,2025-03-12,보류,3
1270,17,3765,2025-03-31 14:50:26,2025-03-31 15:29:26,2025-03-31,이관,5
1271,13,4905,2025-01-13 17:56:23,2025-01-13 18:28:23,2025-01-13,보류,5
1272,17,1145,2025-01-06 13:13:37,2025-01-06 13:23:37,2025-01-06,이관,3
1273,6,941,2025-04-21 14:56:29,2025-04-21 15:40:29,2025-04-21,반려,5
1274,13,3661,2025-08-13 16:41:10,2025-08-13 17:05:10,2025-08-13,완료,3
1275,7,4359,2025-03-19 12:57:27,2025-03-19 13:37:27,2025-03-19,보류,4
1276,16,3651,2025-02-11 10:04:50,2025-02-11 10:09:50,2025-02-11,반려,4
1277,4,919,2025-02-19 16:42:30,2025-02-19 17:21:30,2025-02-19,이관,5
1278,8,4645,2025-02-12 17:39:00,2025-02-12 17:53:00,2025-02-12,반려,4
1279,7,522,2025-07-16 15:29:43,2025-07-16 16:12:43,2025-07-16,반려,3
1280,6,3535,2025-01-02 12:46:24,2025-01-02 12:54:24,2025-01-02,완료,3
1281,20,3369,2025-08-04 13:25:22,2025-08-04 13:43:22,2025-08-04,반려,3
1282,2,4257,2025-05-19 14:53:06,2025-05-19 15:29:06,2025-05-19,보류,3
1283,18,2589,2025-06-05 12:44:09,2025-06-05 12:53:09,2025-06-05,보류,3
1284,2,1902,2025-08-05 09:31:59,2025-08-05 10:01:59,2025-08-05,이관,5
1285,8,519,2025-01-02 14:41:54,2025-01-02 14:59:54,2025-01-02,완료,4
1286,8,1161,2025-01-02 10:35:12,2025-01-02 11:04:12,2025-01-02,이관,4
1287,11,4480,2025-06-23 16:44:50,2025-06-23 16:59:50,2025-06-23,이관,5
1288,20,4346,2025-07-07 13:50:54,2025-07-07 14:23:54,2025-07-07,보류,3
1289,1,1089,2025-08-06 17:42:55,2025-08-06 18:11:55,2025-08-06,보류,4
1290,19,2682,2025-08-12 10:37:56,2025-08-12 11:08:56,2025-08-12,완료,4
1291,6,1812,2025-04-10 09:51:00,2025-04-10 10:08:00,2025-04-10,이관,4
1292,17,3745,2025-06-30 14:44:44,2025-06-30 15:18:44,2025-06-30,반려,4
1293,19,4494,2025-05-15 17:27:36,2025-05-15 17:46:36,2025-05-15,반려,5
1294,3,2776,2025-04-30 09:14:42,2025-04-30 09:49:42,2025-04-30,완료,4
1295,17,520,2025-08-13 14:57:10,2025-08-13 15:07:10,2025-08-13,보류,3
1296,15,1119,2025-02-03 14:12:13,2025-02-03 14:54:13,2025-02-03,반려,3
1297,11,3363,2025-04-03 12:55:21,2025-04-03 13:36:21,2025-04-03,반려,5
1298,20,2863,2025-04-23 15:50:13,2025-04-23 16:16:13,2025-04-23,이관,5
1299,9,1889,2025-01-03 15:20:19,2025-01-03 15:46:19,2025-01-03,이관,4
1300,10,4390,2025-02-10 17:23:20,2025-02-10 17:56:20,2025-02-10,완료,4
1301,19,4105,2025-05-20 14:12:45,2025-05-20 14:29:45,2025-05-20,반려,5
1302,4,1014,2025-03-28 14:02:18,2025-03-28 14:29:18,2025-03-28,이관,3
1303,14,4673,2025-05-07 16:48:57,2025-05-07 17:15:57,2025-05-07,완료,4
1304,1,4890,2025-05-05 15:09:19,2025-05-05 15:41:19,2025-05-05,반려,5
1305,7,3748,2025-04-28 14:54:04,2025-04-28 15:17:04,2025-04-28,반려,5
1306,2,3785,2025-05-23 15:44:50,2025-05-23 16:05:50,2025-05-23,이관,5
1307,4,3402,2025-05-01 12:06:18,2025-05-01 12:22:18,2025-05-01,반려,3
1308,9,1119,2025-02-17 16:44:08,2025-02-17 17:15:08,2025-02-17,완료,5
1309,9,1212,2025-04-03 15:30:46,2025-04-03 16:08:46,2025-04-03,보류,4
1310,12,1289,2025-06-16 14:22:58,2025-06-16 14:27:58,2025-06-16,반려,5
1311,11,4425,2025-05-14 14:22:05,2025-05-14 14:44:05,2025-05-14,완료,3
1312,13,1466,2025-03-04 15:41:42,2025-03-04 16:02:42,2025-03-04,완료,3
1313,4,4891,2025-01-13 14:32:28,2025-01-13 14:38:28,2025-01-13,보류,5
1314,12,2425,2025-02-05 14:33:24,2025-02-05 15:12:24,2025-02-05,완료,5
1315,15,2424,2025-01-06 17:59:30,2025-01-06 18:04:30,2025-01-06,보류,5
1316,16,155,2025-07-08 15:40:57,2025-07-08 16:24:57,2025-07-08,보류,4
1317,17,1339,2025-08-21 13:52:40,2025-08-21 14:00:40,2025-08-21,보류,4
1318,14,3314,2025-06-27 14:03:14,2025-06-27 14:41:14,2025-06-27,보류,5
1319,10,881,2025-02-28 14:50:03,2025-02-28 15:04:03,2025-02-28,보류,3
1320,13,16,2025-02-17 10:43:31,2025-02-17 11:15:31,2025-02-17,완료,5
1321,1,2664,2025-01-08 12:02:00,2025-01-08 12:42:00,2025-01-08,반려,4
1322,20,2598,2025-07-25 16:33:12,2025-07-25 16:56:12,2025-07-25,이관,3
1323,18,4963,2025-01-14 11:09:41,2025-01-14 11:21:41,2025-01-14,보류,4
1324,14,667,2025-01-20 11:08:07,2025-01-20 11:45:07,2025-01-20,보류,5
1325,9,4769,2025-01-07 14:14:41,2025-01-07 14:27:41,2025-01-07,이관,5
1326,10,4007,2025-01-07 14:59:35,2025-01-07 15:23:35,2025-01-07,보류,4
1327,7,103,2025-06-02 13:07:45,2025-06-02 13:17:45,2025-06-02,보류,5
1328,1,2680,2025-06-12 13:04:27,2025-06-12 13:22:27,2025-06-12,이관,4
1329,6,2357,2025-03-21 13:18:19,2025-03-21 13:45:19,2025-03-21,반려,4
1330,16,4776,2025-03-12 15:14:43,2025-03-12 15:43:43,2025-03-12,반려,3
1331,20,4216,2025-04-25 10:42:18,2025-04-25 11:12:18,2025-04-25,반려,3
1332,19,344,2025-07-08 14:16:25,2025-07-08 14:41:25,2025-07-08,완료,3
1333,4,3460,2025-06-12 15:42:03,2025-06-12 15:48:03,2025-06-12,보류,4
1334,9,933,2025-05-20 13:47:29,2025-05-20 14:29:29,2025-05-20,이관,3
1335,1,2323,2025-02-03 15:47:37,2025-02-03 16:31:37,2025-02-03,완료,4
1336,13,2226,2025-01-14 13:43:00,2025-01-14 14:24:00,2025-01-14,이관,5
1337,7,2980,2025-05-27 15:11:43,2025-05-27 15:52:43,2025-05-27,완료,4
1338,7,1866,2025-02-13 12:55:02,2025-02-13 13:37:02,2025-02-13,완료,5
1339,7,617,2025-04-24 15:22:16,2025-04-24 15:52:16,2025-04-24,반려,5
1340,3,730,2025-03-20 14:17:37,2025-03-20 14:25:37,2025-03-20,보류,3
1341,9,1632,2025-05-30 15:29:34,2025-05-30 15:53:34,2025-05-30,완료,4
1342,9,1853,2025-04-18 14:15:42,2025-04-18 14:27:42,2025-04-18,완료,4
1343,5,79,2025-08-07 16:05:21,2025-08-07 16:13:21,2025-08-07,이관,4
1344,17,1113,2025-05-23 13:05:37,2025-05-23 13:16:37,2025-05-23,반려,3
1345,17,736,2025-05-02 13:11:56,2025-05-02 13:35:56,2025-05-02,보류,4
1346,8,662,2025-06-05 15:14:26,2025-06-05 15:49:26,2025-06-05,보류,3
1347,15,1440,2025-08-12 12:05:40,2025-08-12 12:14:40,2025-08-12,보류,3
1348,13,3411,2025-05-13 16:43:40,2025-05-13 17:01:40,2025-05-13,보류,3
1349,16,271,2025-07-14 14:59:19,2025-07-14 15:33:19,2025-07-14,보류,3
1350,19,4306,2025-04-30 15:24:10,2025-04-30 16:00:10,2025-04-30,반려,5
1351,14,2682,2025-05-19 14:15:21,2025-05-19 14:55:21,2025-05-19,완료,4
1352,20,4404,2025-01-27 14:44:38,2025-01-27 15:20:38,2025-01-27,반려,4
1353,13,1178,2025-05-05 17:24:02,2025-05-05 17:34:02,2025-05-05,반려,4
1354,13,351,2025-07-25 14:18:11,2025-07-25 14:44:11,2025-07-25,반려,4
1355,12,3652,2025-04-02 12:05:03,2025-04-02 12:42:03,2025-04-02,완료,4
1356,13,2533,2025-07-14 13:51:16,2025-07-14 14:18:16,2025-07-14,보류,4
1357,5,3141,2025-01-16 10:08:22,2025-01-16 10:27:22,2025-01-16,반려,3
1358,9,3236,2025-03-04 14:53:57,2025-03-04 15:06:57,2025-03-04,이관,3
1359,4,4627,2025-04-07 15:50:24,2025-04-07 16:00:24,2025-04-07,이관,4
1360,1,1005,2025-02-25 14:54:40,2025-02-25 15:30:40,2025-02-25,완료,5
1361,7,738,2025-03-14 13:11:27,2025-03-14 13:17:27,2025-03-14,이관,3
1362,8,1200,2025-05-02 13:27:47,2025-05-02 13:41:47,2025-05-02,보류,3
1363,6,21,2025-04-04 14:03:07,2025-04-04 14:23:07,2025-04-04,보류,4
1364,4,3724,2025-01-08 15:20:26,2025-01-08 15:52:26,2025-01-08,반려,3
1365,19,1497,2025-03-27 13:01:24,2025-03-27 13:39:24,2025-03-27,완료,3
1366,18,2895,2025-01-09 13:48:49,2025-01-09 14:24:49,2025-01-09,반려,4
1367,10,4815,2025-01-20 11:40:15,2025-01-20 11:49:15,2025-01-20,이관,5
1368,4,641,2025-05-20 12:38:53,2025-05-20 12:55:53,2025-05-20,이관,4
1369,19,72,2025-06-27 10:25:18,2025-06-27 10:36:18,2025-06-27,완료,5
1370,11,911,2025-08-19 12:20:30,2025-08-19 12:29:30,2025-08-19,반려,5
1371,2,4988,2025-07-17 16:27:40,2025-07-17 16:39:40,2025-07-17,완료,5
1372,1,1435,2025-08-20 15:12:32,2025-08-20 15:46:32,2025-08-20,보류,3
1373,10,201,2025-04-01 13:43:57,2025-04-01 14:21:57,2025-04-01,반려,4
1374,7,3231,2025-04-15 14:31:30,2025-04-15 14:51:30,2025-04-15,반려,3
1375,15,1424,2025-05-21 14:56:11,2025-05-21 15:10:11,2025-05-21,완료,4
1376,4,3132,2025-06-16 16:16:48,2025-06-16 16:33:48,2025-06-16,이관,3
1377,9,2501,2025-05-14 16:55:35,2025-05-14 17:33:35,2025-05-14,완료,3
1378,1,3046,2025-07-17 15:42:01,2025-07-17 16:11:01,2025-07-17,반려,5
1379,2,4900,2025-07-10 15:56:03,2025-07-10 16:31:03,2025-07-10,보류,5
1380,5,4217,2025-01-07 11:33:12,2025-01-07 11:55:12,2025-01-07,반려,3
1381,15,4231,2025-01-27 15:57:49,2025-01-27 16:14:49,2025-01-27,이관,4
1382,11,1002,2025-06-26 16:21:05,2025-06-26 16:47:05,2025-06-26,완료,3
1383,19,4496,2025-07-22 10:19:29,2025-07-22 10:43:29,2025-07-22,이관,3
1384,4,742,2025-03-25 15:24:03,2025-03-25 15:31:03,2025-03-25,완료,5
1385,14,180,2025-06-03 13:44:54,2025-06-03 14:22:54,2025-06-03,반려,4
1386,2,530,2025-01-01 14:09:16,2025-01-01 14:47:16,2025-01-01,완료,4
1387,1,2758,2025-03-17 15:32:09,2025-03-17 15:47:09,2025-03-17,반려,5
1388,19,470,2025-02-11 12:56:53,2025-02-11 13:15:53,2025-02-11,보류,4
1389,4,844,2025-04-28 13:03:33,2025-04-28 13:13:33,2025-04-28,보류,3
1390,9,2941,2025-04-22 14:46:03,2025-04-22 15:30:03,2025-04-22,이관,4
1391,8,3933,2025-06-11 13:03:04,2025-06-11 13:25:04,2025-06-11,보류,4
1392,12,4819,2025-04-11 14:50:20,2025-04-11 15:33:20,2025-04-11,완료,5
1393,6,2767,2025-03-20 10:32:55,2025-03-20 10:41:55,2025-03-20,이관,4
1394,17,3031,2025-02-10 13:48:28,2025-02-10 14:03:28,2025-02-10,반려,5
1395,18,4886,2025-04-30 13:07:53,2025-04-30 13:41:53,2025-04-30,반려,3
1396,18,3107,2025-04-21 10:32:43,2025-04-21 11:07:43,2025-04-21,이관,4
1397,5,1546,2025-05-23 14:06:40,2025-05-23 14:38:40,2025-05-23,이관,5
1398,7,4086,2025-02-17 13:44:19,2025-02-17 14:12:19,2025-02-17,보류,5
1399,3,432,2025-07-03 14:39:00,2025-07-03 15:06:00,2025-07-03,이관,4
1400,17,4908,2025-01-10 10:31:17,2025-01-10 10:38:17,2025-01-10,이관,3
1401,1,1902,2025-06-19 13:58:32,2025-06-19 14:20:32,2025-06-19,이관,3
1402,19,4621,2025-04-28 15:19:03,2025-04-28 16:02:03,2025-04-28,보류,3
1403,8,1785,2025-06-17 14:07:14,2025-06-17 14:43:14,2025-06-17,반려,3
1404,5,3740,2025-01-14 16:06:29,2025-01-14 16:45:29,2025-01-14,완료,3
1405,12,2922,2025-08-14 12:31:49,2025-08-14 12:54:49,2025-08-14,이관,3
1406,7,3050,2025-07-22 15:44:31,2025-07-22 16:12:31,2025-07-22,반려,5
1407,4,3663,2025-03-10 16:50:14,2025-03-10 16:59:14,2025-03-10,이관,3
1408,4,1462,2025-01-23 14:45:03,2025-01-23 15:25:03,2025-01-23,이관,5
1409,9,83,2025-02-17 10:56:55,2025-02-17 11:35:55,2025-02-17,보류,3
1410,16,3703,2025-01-20 15:14:00,2025-01-20 15:20:00,2025-01-20,이관,3
1411,6,3160,2025-04-21 13:11:00,2025-04-21 13:42:00,2025-04-21,반려,5
1412,2,4515,2025-08-22 13:25:07,2025-08-22 14:00:07,2025-08-22,반려,3
1413,6,655,2025-03-04 14:07:47,2025-03-04 14:32:47,2025-03-04,완료,4
1414,19,3309,2025-06-27 13:36:18,2025-06-27 14:20:18,2025-06-27,반려,3
1415,11,2880,2025-07-31 11:41:49,2025-07-31 12:01:49,2025-07-31,이관,5
1416,1,555,2025-07-25 13:47:12,2025-07-25 13:53:12,2025-07-25,완료,3
1417,13,2827,2025-01-21 13:59:42,2025-01-21 14:08:42,2025-01-21,완료,4
1418,20,1563,2025-07-23 11:30:34,2025-07-23 11:59:34,2025-07-23,보류,5
1419,8,144,2025-07-09 15:48:24,2025-07-09 16:23:24,2025-07-09,반려,4
1420,2,2608,2025-06-12 14:27:26,2025-06-12 14:57:26,2025-06-12,반려,5
1421,16,3702,2025-07-08 15:54:33,2025-07-08 16:17:33,2025-07-08,보류,4
1422,16,1904,2025-04-02 13:02:51,2025-04-02 13:18:51,2025-04-02,완료,3
1423,18,1256,2025-03-25 16:31:30,2025-03-25 17:11:30,2025-03-25,완료,4
1424,10,4782,2025-07-14 15:15:28,2025-07-14 15:57:28,2025-07-14,보류,5
1425,8,1858,2025-08-11 17:04:14,2025-08-11 17:26:14,2025-08-11,이관,4
1426,19,4791,2025-08-05 17:54:43,2025-08-05 18:11:43,2025-08-05,이관,4
1427,13,4301,2025-04-04 14:35:08,2025-04-04 14:45:08,2025-04-04,이관,5
1428,17,2055,2025-04-25 11:58:33,2025-04-25 12:33:33,2025-04-25,보류,5
1429,20,2174,2025-06-04 16:16:44,2025-06-04 16:29:44,2025-06-04,이관,5
1430,8,1531,2025-05-13 16:58:17,2025-05-13 17:18:17,2025-05-13,보류,5
1431,8,3688,2025-02-12 13:29:24,2025-02-12 13:40:24,2025-02-12,보류,3
1432,15,4492,2025-07-07 15:13:42,2025-07-07 15:41:42,2025-07-07,반려,4
1433,2,121,2025-07-09 16:27:52,2025-07-09 16:50:52,2025-07-09,이관,3
1434,14,4116,2025-07-11 10:58:48,2025-07-11 11:14:48,2025-07-11,보류,3
1435,8,348,2025-05-21 15:18:31,2025-05-21 15:34:31,2025-05-21,보류,5
1436,13,2052,2025-07-08 10:17:40,2025-07-08 10:59:40,2025-07-08,완료,5
1437,17,1791,2025-04-18 14:39:33,2025-04-18 15:20:33,2025-04-18,완료,3
1438,2,4128,2025-08-05 17:24:46,2025-08-05 17:53:46,2025-08-05,보류,3
1439,19,3686,2025-08-20 10:33:02,2025-08-20 10:45:02,2025-08-20,이관,5
1440,5,2043,2025-05-26 15:54:39,2025-05-26 16:14:39,2025-05-26,보류,5
1441,10,2372,2025-07-22 15:29:35,2025-07-22 15:51:35,2025-07-22,이관,4
1442,20,121,2025-01-02 16:46:13,2025-01-02 16:55:13,2025-01-02,이관,3
1443,10,3609,2025-08-06 15:08:38,2025-08-06 15:47:38,2025-08-06,보류,4
1444,16,2650,2025-04-10 14:32:58,2025-04-10 15:01:58,2025-04-10,보류,3
1445,2,3954,2025-01-02 12:48:08,2025-01-02 12:54:08,2025-01-02,이관,3
1446,12,3162,2025-03-06 17:51:14,2025-03-06 18:14:14,2025-03-06,이관,3
1447,13,3021,2025-07-21 13:58:34,2025-07-21 14:28:34,2025-07-21,완료,4
1448,1,2146,2025-07-30 15:43:47,2025-07-30 16:12:47,2025-07-30,반려,4
1449,4,131,2025-07-25 10:53:00,2025-07-25 11:14:00,2025-07-25,완료,5
1450,13,3343,2025-05-16 10:39:08,2025-05-16 11:13:08,2025-05-16,반려,5
1451,13,70,2025-01-02 14:20:18,2025-01-02 14:26:18,2025-01-02,보류,5
1452,5,4641,2025-07-28 14:23:52,2025-07-28 14:50:52,2025-07-28,이관,5
1453,11,3786,2025-01-30 13:04:49,2025-01-30 13:48:49,2025-01-30,이관,5
1454,14,4256,2025-05-21 13:04:43,2025-05-21 13:18:43,2025-05-21,보류,4
1455,14,3898,2025-05-13 09:42:01,2025-05-13 09:49:01,2025-05-13,완료,5
1456,16,1321,2025-06-04 15:49:31,2025-06-04 16:08:31,2025-06-04,보류,5
1457,2,4173,2025-02-21 13:38:29,2025-02-21 14:12:29,2025-02-21,보류,3
1458,2,1932,2025-04-07 13:23:10,2025-04-07 13:30:10,2025-04-07,완료,4
1459,5,3014,2025-07-01 15:33:36,2025-07-01 15:43:36,2025-07-01,보류,4
1460,12,4107,2025-07-11 15:15:22,2025-07-11 15:41:22,2025-07-11,완료,5
1461,9,501,2025-02-20 16:18:38,2025-02-20 16:24:38,2025-02-20,보류,5
1462,17,2058,2025-04-24 12:32:56,2025-04-24 13:07:56,2025-04-24,이관,3
1463,19,3366,2025-06-02 13:21:08,2025-06-02 13:31:08,2025-06-02,이관,4
1464,13,1556,2025-03-28 10:33:06,2025-03-28 11:09:06,2025-03-28,보류,4
1465,9,4946,2025-01-16 14:55:09,2025-01-16 15:16:09,2025-01-16,이관,5
1466,20,4343,2025-07-28 15:47:12,2025-07-28 16:16:12,2025-07-28,이관,5
1467,1,4250,2025-05-26 14:33:39,2025-05-26 15:04:39,2025-05-26,이관,3
1468,12,46,2025-01-31 11:58:44,2025-01-31 12:25:44,2025-01-31,반려,4
1469,15,2909,2025-03-04 14:39:55,2025-03-04 15:07:55,2025-03-04,이관,5
1470,2,2492,2025-04-08 11:04:06,2025-04-08 11:15:06,2025-04-08,완료,5
